Name,Freq,Month,Year,Date,State,url_1,url_2,url_3,internet_revenue,retail_revenue,internet_handle,retail_handle,internet_promo,tier_1_internet_wagers,tier_1_internet_handle,tier_1_internet_revenue,tier_2_internet_wagers,tier_2_internet_handle,tier_2_internet_revenue,tier_1_retail_wagers,tier_1_retail_handle,tier_1_retail_revenue,tier_2_retail_wagers,tier_2_retail_handle,tier_2_retail_revenue,internet_hold,retail_hold,retail_betsize,internet_betsize
Ameristar Casino,Monthly,4,2020,2020-04,IN,DraftKings,,,908322.0,,13649514.0,,,,,,,,,,,,,,,0.06654610559760589,,,
Blue Chip Casino,Monthly,4,2020,2020-04,IN,FanDuel,,,558155.0,,9715664.0,,,,,,,,,,,,,,,0.05744898135629227,,,
Belterra Casino,Monthly,4,2020,2020-04,IN,BetMGM,,,48043.0,,418195.0,,,,,,,,,,,,,,,0.11488181350805246,,,
French Lick Resort,Monthly,4,2020,2020-04,IN,betrivers,,,116726.0,,2067231.0,,,,,,,,,,,,,,,0.056464904018950955,,,
Hollywood Lawrenceburg,Monthly,4,2020,2020-04,IN,PointsBet,,,-4768.0,,449638.0,,,,,,,,,,,,,,,-0.010604085953589332,,,
Rising Star Casino,Monthly,4,2020,2020-04,IN,BetAmerica,,,3519.0,,3886.0,,,,,,,,,,,,,,,0.9055584148224395,,,
Ameristar Casino,Monthly,8,2020,2020-08,IN,DraftKings,,,5181163.0,,73701146.0,,,,,,,,,,,,,,,0.07029962600581544,,,
Blue Chip Casino,Monthly,8,2020,2020-08,IN,FanDuel,,,3541166.0,,50057516.0,,,,,,,,,,,,,,,0.07074194412683202,,,
Horseshoe Hammond,Monthly,8,2020,2020-08,IN,Caesars,,,18355.0,,340376.0,,,,,,,,,,,,,,,0.05392565868333843,,,
Horseshoe Hammond,Monthly,8,2020,2020-08,IN,Unibet,,,38796.0,,561870.0,,,,,,,,,,,,,,,0.06904800042714507,,,
Belterra Casino,Monthly,8,2020,2020-08,IN,BetMGM,,,634599.0,,9387161.0,,,,,,,,,,,,,,,0.06760286736319959,,,
French Lick Resort,Monthly,8,2020,2020-08,IN,betrivers,,,327687.0,,5005798.0,,,,,,,,,,,,,,,0.06546149085520431,,,
Hollywood Lawrenceburg,Monthly,8,2020,2020-08,IN,PointsBet,,,274923.0,,4783206.0,,,,,,,,,,,,,,,0.057476721679977825,,,
Rising Star Casino,Monthly,8,2020,2020-08,IN,BetAmerica,,,-599.0,,63494.0,,,,,,,,,,,,,,,-0.009433962264150943,,,
Ameristar Casino,Monthly,1,2020,2020-01,IN,DraftKings,,,4575936.0,,65993539.0,,,,,,,,,,,,,,,0.06933915151906007,,,
Blue Chip Casino,Monthly,1,2020,2020-01,IN,FanDuel,,,1930685.0,,49519651.0,,,,,,,,,,,,,,,0.038988259428565035,,,
French Lick Resort,Monthly,1,2020,2020-01,IN,betrivers,,,590178.0,,7770033.0,,,,,,,,,,,,,,,0.07595566196437004,,,
Rising Star Casino,Monthly,1,2020,2020-01,IN,BetAmerica,,,1854.0,,89622.0,,,,,,,,,,,,,,,0.02068688491664993,,,
Ameristar Casino,Monthly,7,2020,2020-07,IN,DraftKings,,,2207396.0,,32863948.0,,,,,,,,,,,,,,,0.06716770608327399,,,
Blue Chip Casino,Monthly,7,2020,2020-07,IN,FanDuel,,,1121836.0,,24222577.0,,,,,,,,,,,,,,,0.04631365192894216,,,
Horseshoe Hammond,Monthly,7,2020,2020-07,IN,Caesars,,,27960.0,,136105.0,,,,,,,,,,,,,,,0.20542963153447705,,,
Horseshoe Hammond,Monthly,7,2020,2020-07,IN,Unibet,,,-1246.0,,9893.0,,,,,,,,,,,,,,,-0.12594763974527443,,,
Belterra Casino,Monthly,7,2020,2020-07,IN,BetMGM,,,441896.0,,3522336.0,,,,,,,,,,,,,,,0.12545537961171221,,,
French Lick Resort,Monthly,7,2020,2020-07,IN,betrivers,,,197598.0,,2668898.0,,,,,,,,,,,,,,,0.07403729928981924,,,
Hollywood Lawrenceburg,Monthly,7,2020,2020-07,IN,PointsBet,,,121887.0,,1103867.0,,,,,,,,,,,,,,,0.11041819349613677,,,
Rising Star Casino,Monthly,7,2020,2020-07,IN,BetAmerica,,,-447.0,,18297.0,,,,,,,,,,,,,,,-0.02443023446466634,,,
Ameristar Casino,Monthly,6,2020,2020-06,IN,DraftKings,,,1600537.0,,18239086.0,,,,,,,,,,,,,,,0.08775313631395784,,,
Blue Chip Casino,Monthly,6,2020,2020-06,IN,FanDuel,,,839056.0,,7867516.0,,,,,,,,,,,,,,,0.10664814663230428,,,
Horseshoe Hammond,Monthly,6,2020,2020-06,IN,Caesars,,,3658.0,,33444.0,,,,,,,,,,,,,,,0.10937686879559862,,,
Belterra Casino,Monthly,6,2020,2020-06,IN,BetMGM,,,132133.0,,1124010.0,,,,,,,,,,,,,,,0.1175550039590395,,,
French Lick Resort,Monthly,6,2020,2020-06,IN,betrivers,,,157889.0,,1336452.0,,,,,,,,,,,,,,,0.11814041955865232,,,
Hollywood Lawrenceburg,Monthly,6,2020,2020-06,IN,PointsBet,,,33442.0,,520376.0,,,,,,,,,,,,,,,0.06426506987255369,,,
Rising Star Casino,Monthly,6,2020,2020-06,IN,BetAmerica,,,2162.0,,28212.0,,,,,,,,,,,,,,,0.07663405642988799,,,
Ameristar Casino,Monthly,3,2020,2020-03,IN,DraftKings,,,2426665.0,,33087455.0,,,,,,,,,,,,,,,0.07334093843119696,,,
Blue Chip Casino,Monthly,3,2020,2020-03,IN,FanDuel,,,1449880.0,,21589354.0,,,,,,,,,,,,,,,0.06715717385522513,,,
Belterra Casino,Monthly,3,2020,2020-03,IN,BetMGM,,,370669.0,,2057873.0,,,,,,,,,,,,,,,0.18012238850502435,,,
French Lick Resort,Monthly,3,2020,2020-03,IN,betrivers,,,343482.0,,3596127.0,,,,,,,,,,,,,,,0.09551442426810844,,,
Hollywood Lawrenceburg,Monthly,3,2020,2020-03,IN,PointsBet,,,65390.0,,334237.0,,,,,,,,,,,,,,,0.19563962098750287,,,
Rising Star Casino,Monthly,3,2020,2020-03,IN,BetAmerica,,,8233.0,,132568.0,,,,,,,,,,,,,,,0.06210397682698691,,,
Ameristar Casino,Monthly,5,2020,2020-05,IN,DraftKings,,,1801639.0,,20132953.0,,,,,,,,,,,,,,,0.08948707127066755,,,
Blue Chip Casino,Monthly,5,2020,2020-05,IN,FanDuel,,,1056061.0,,12271816.0,,,,,,,,,,,,,,,0.08605580461767028,,,
Horseshoe Hammond,Monthly,5,2020,2020-05,IN,Caesars,,,2755.0,,8063.0,,,,,,,,,,,,,,,0.34168423663648767,,,
Belterra Casino,Monthly,5,2020,2020-05,IN,BetMGM,,,123467.0,,1501998.0,,,,,,,,,,,,,,,0.08220184048181156,,,
French Lick Resort,Monthly,5,2020,2020-05,IN,betrivers,,,168721.0,,2396529.0,,,,,,,,,,,,,,,0.07040223590033753,,,
Hollywood Lawrenceburg,Monthly,5,2020,2020-05,IN,PointsBet,,,74687.0,,986258.0,,,,,,,,,,,,,,,0.07572764935747035,,,
Rising Star Casino,Monthly,5,2020,2020-05,IN,BetAmerica,,,10042.0,,37323.0,,,,,,,,,,,,,,,0.2690566138842001,,,
Ameristar Casino,Monthly,11,2020,2020-11,IN,DraftKings,,,1801639.0,,20132953.0,,,,,,,,,,,,,,,0.08948707127066755,,,
Blue Chip Casino,Monthly,11,2020,2020-11,IN,FanDuel,,,1056061.0,,12271816.0,,,,,,,,,,,,,,,0.08605580461767028,,,
Horseshoe Hammond,Monthly,11,2020,2020-11,IN,Caesars,,,2755.0,,8063.0,,,,,,,,,,,,,,,0.34168423663648767,,,
Belterra Casino,Monthly,11,2020,2020-11,IN,BetMGM,,,123467.0,,1501998.0,,,,,,,,,,,,,,,0.08220184048181156,,,
French Lick Resort,Monthly,11,2020,2020-11,IN,betrivers,,,168721.0,,2396529.0,,,,,,,,,,,,,,,0.07040223590033753,,,
Hollywood Lawrenceburg,Monthly,11,2020,2020-11,IN,PointsBet,,,74687.0,,986258.0,,,,,,,,,,,,,,,0.07572764935747035,,,
Rising Star Casino,Monthly,11,2020,2020-11,IN,BetAmerica,,,10042.0,,37323.0,,,,,,,,,,,,,,,0.2690566138842001,,,
Ameristar Casino,Monthly,10,2020,2020-10,IN,DraftKings,,,7047927.0,,95195220.0,,,,,,,,,,,,,,,0.0740365640207565,,,
Ameristar Casino,Monthly,10,2020,2020-10,IN,theScore,,,45530.0,,2175744.0,,,,,,,,,,,,,,,0.020926175138251558,,,
Blue Chip Casino,Monthly,10,2020,2020-10,IN,FanDuel,,,7712196.0,,64191496.0,,,,,,,,,,,,,,,0.12014357789698499,,,
Horseshoe Hammond,Monthly,10,2020,2020-10,IN,Caesars,,,67095.0,,564046.0,,,,,,,,,,,,,,,0.1189530641117923,,,
Horseshoe Hammond,Monthly,10,2020,2020-10,IN,Unibet,,,-7008.0,,1815176.0,,,,,,,,,,,,,,,-0.0038607826458701526,,,
Belterra Casino,Monthly,10,2020,2020-10,IN,BetMGM,,,2216093.0,,25326955.0,,,,,,,,,,,,,,,0.08749938553608201,,,
French Lick Resort,Monthly,10,2020,2020-10,IN,betrivers,,,660365.0,,10319202.0,,,,,,,,,,,,,,,0.06399380494732054,,,
Hollywood Lawrenceburg,Monthly,10,2020,2020-10,IN,PointsBet,,,794517.0,,9909485.0,,,,,,,,,,,,,,,0.08017742597117812,,,
Rising Star Casino,Monthly,10,2020,2020-10,IN,BetAmerica,,,11005.0,,144130.0,,,,,,,,,,,,,,,0.07635467980295567,,,
Tropicana Evansville,Monthly,10,2020,2020-10,IN,WilliamHill,,,685922.0,,4046457.0,,,,,,,,,,,,,,,0.16951174817871537,,,
Ameristar Casino,Monthly,9,2020,2020-09,IN,DraftKings,,,3183962.0,,89417889.0,,,,,,,,,,,,,,,0.035607662354900815,,,
Ameristar Casino,Monthly,9,2020,2020-09,IN,theScore,,,44130.0,,407678.0,,,,,,,,,,,,,,,0.10824719509024279,,,
Blue Chip Casino,Monthly,9,2020,2020-09,IN,FanDuel,,,2325224.0,,56507126.0,,,,,,,,,,,,,,,0.04114921718014822,,,
Horseshoe Hammond,Monthly,9,2020,2020-09,IN,Caesars,,,-13954.0,,494622.0,,,,,,,,,,,,,,,-0.02821144227308935,,,
Horseshoe Hammond,Monthly,9,2020,2020-09,IN,Unibet,,,-28340.0,,624525.0,,,,,,,,,,,,,,,-0.04537848765061447,,,
Belterra Casino,Monthly,9,2020,2020-09,IN,BetMGM,,,1291794.0,,13190060.0,,,,,,,,,,,,,,,0.09793693129523293,,,
French Lick Resort,Monthly,9,2020,2020-09,IN,betrivers,,,340387.0,,6243220.0,,,,,,,,,,,,,,,0.05452106445071614,,,
Hollywood Lawrenceburg,Monthly,9,2020,2020-09,IN,PointsBet,,,281042.0,,6196439.0,,,,,,,,,,,,,,,0.04535540493499573,,,
Rising Star Casino,Monthly,9,2020,2020-09,IN,BetAmerica,,,13565.0,,88832.0,,,,,,,,,,,,,,,0.15270398054755044,,,
