name,Line_Item,figures,Period_Type,Period,Year,Report,State,url_1,index1,figure_type
RIVERS - PITTSBURGH,Retail Sports Wagering,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,BetRivers,596,not_figure
RIVERS - PITTSBURGH,Handle*,7320146,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,BetRivers,597,Retail Sports Wagering
RIVERS - PITTSBURGH,Gross Revenue (Taxable),957791,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,BetRivers,598,Retail Sports Wagering
RIVERS - PITTSBURGH,State Tax Due (34%),325649,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,BetRivers,599,Retail Sports Wagering
RIVERS - PITTSBURGH,Local Share Assessment (2%),19156,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,BetRivers,600,Retail Sports Wagering
RIVERS - PITTSBURGH,Online Sports Wagering,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,BetRivers,601,not_figure
RIVERS - PITTSBURGH,Handle*,23487556,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,BetRivers,602,Online Sports Wagering
RIVERS - PITTSBURGH,Revenue,1935509,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,BetRivers,603,Online Sports Wagering
RIVERS - PITTSBURGH,Promotional Credits,799981,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,BetRivers,604,Online Sports Wagering
RIVERS - PITTSBURGH,Gross Revenue (Taxable),1135528,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,BetRivers,605,Online Sports Wagering
RIVERS - PITTSBURGH,State Tax Due (34%),386080,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,BetRivers,606,Online Sports Wagering
RIVERS - PITTSBURGH,Local Share Assessment (2%),22711,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,BetRivers,607,Online Sports Wagering
RIVERS - PITTSBURGH,,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,BetRivers,608,not_figure
RIVERS - PITTSBURGH,,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,BetRivers,609,not_figure
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,610,not_figure
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Total Sports Wagering,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,611,not_figure
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Handle*,37718490,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,612,Total Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Revenue,3627917,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,613,Total Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Promotional Credits,727825,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,614,Total Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Gross Revenue (Taxable),2900092,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,615,Total Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),State Tax Due (34%),986031,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,616,Total Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Local Share Assessment (2%),58002,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,617,Total Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Retail Sports Wagering,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,618,not_figure
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Handle*,6529276,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,619,Retail Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Gross Revenue (Taxable),1057865,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,620,Retail Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),State Tax Due (34%) ,359674,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,621,Retail Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Local Share Assessment (2%),21157,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,622,Retail Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Online Sports Wagering,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,623,not_figure
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Handle*,31189213,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,624,Online Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Revenue,2570053,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,625,Online Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Promotional Credits,727825,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,626,Online Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Gross Revenue (Taxable),1842228,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,627,Online Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),State Tax Due (34%) ,626357,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,628,Online Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Local Share Assessment (2%),36845,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,629,Online Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,630,not_figure
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,631,not_figure
PARX CASINO,PARX CASINO,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Parx,632,not_figure
PARX CASINO,Total Sports Wagering,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Parx,633,not_figure
PARX CASINO,Handle*,21095923,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Parx,634,Total Sports Wagering
PARX CASINO,Revenue,2902604,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Parx,635,Total Sports Wagering
PARX CASINO,Promotional Credits,506151,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Parx,636,Total Sports Wagering
PARX CASINO,Gross Revenue (Taxable),2396453,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Parx,637,Total Sports Wagering
PARX CASINO,State Tax Due (34%),814794,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Parx,638,Total Sports Wagering
PARX CASINO,Local Share Assessment (2%),47929,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Parx,639,Total Sports Wagering
PARX CASINO,Retail Sports Wagering,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Parx,640,not_figure
PARX CASINO,Handle*,7276064,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Parx,641,Retail Sports Wagering
PARX CASINO,Gross Revenue (Taxable),1073205,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Parx,642,Retail Sports Wagering
PARX CASINO,State Tax Due (34%) ,364890,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Parx,643,Retail Sports Wagering
PARX CASINO,Local Share Assessment (2%),21464,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Parx,644,Retail Sports Wagering
PARX CASINO,Online Sports Wagering,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Parx,645,not_figure
PARX CASINO,Handle*,13819859,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Parx,646,Online Sports Wagering
PARX CASINO,Revenue,1829399,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Parx,647,Online Sports Wagering
PARX CASINO,Promotional Credits,506151,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Parx,648,Online Sports Wagering
PARX CASINO,Gross Revenue (Taxable),1323248,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Parx,649,Online Sports Wagering
PARX CASINO,State Tax Due (34%) ,449904,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Parx,650,Online Sports Wagering
PARX CASINO,Local Share Assessment (2%),26465,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Parx,651,Online Sports Wagering
PARX CASINO,,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Parx,652,not_figure
PARX CASINO,,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Parx,653,not_figure
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,SOUTH PHILADELPHIA RACE AND SPORTSBOOK,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,654,not_figure
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Total Sports Wagering,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,655,not_figure
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Handle*,2316720,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,656,Total Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Revenue,490153,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,657,Total Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Promotional Credits,0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,658,Total Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Gross Revenue (Taxable),490153,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,659,Total Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,State Tax Due (34%),166652,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,660,Total Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Local Share Assessment (2%),9803,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,661,Total Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Retail Sports Wagering,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,662,not_figure
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Handle*,2316720,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,663,Retail Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Gross Revenue (Taxable),490153,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,664,Retail Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,State Tax Due (34%) ,166652,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,665,Retail Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Local Share Assessment (2%),9803,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,666,Retail Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Online Sports Wagering,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,667,not_figure
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Handle*,0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,668,Online Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Revenue,0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,669,Online Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Promotional Credits,0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,670,Online Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Gross Revenue (Taxable),0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,671,Online Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,State Tax Due (34%) ,0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,672,Online Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Local Share Assessment (2%),0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,673,Online Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,674,not_figure
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,675,not_figure
HARRAH'S,HARRAH'S,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Caesars,676,not_figure
HARRAH'S,Total Sports Wagering,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Caesars,677,not_figure
HARRAH'S,Handle*,2189454,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Caesars,678,Total Sports Wagering
HARRAH'S,Revenue,347873,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Caesars,679,Total Sports Wagering
HARRAH'S,Promotional Credits,0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Caesars,680,Total Sports Wagering
HARRAH'S,Gross Revenue (Taxable),347873,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Caesars,681,Total Sports Wagering
HARRAH'S,State Tax Due (34%),118277,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Caesars,682,Total Sports Wagering
HARRAH'S,Local Share Assessment (2%),6957,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Caesars,683,Total Sports Wagering
HARRAH'S,Retail Sports Wagering,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Caesars,684,not_figure
HARRAH'S,Handle*,2189454,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Caesars,685,Retail Sports Wagering
HARRAH'S,Gross Revenue (Taxable),347873,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Caesars,686,Retail Sports Wagering
HARRAH'S,State Tax Due (34%) ,118277,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Caesars,687,Retail Sports Wagering
HARRAH'S,Local Share Assessment (2%),6957,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Caesars,688,Retail Sports Wagering
HARRAH'S,Online Sports Wagering,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Caesars,689,not_figure
HARRAH'S,Handle*,0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Caesars,690,Online Sports Wagering
HARRAH'S,Revenue,0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Caesars,691,Online Sports Wagering
HARRAH'S,Promotional Credits,0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Caesars,692,Online Sports Wagering
HARRAH'S,Gross Revenue (Taxable),0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Caesars,693,Online Sports Wagering
HARRAH'S,State Tax Due (34%) ,0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Caesars,694,Online Sports Wagering
HARRAH'S,Local Share Assessment (2%),0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Caesars,695,Online Sports Wagering
HARRAH'S,,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Caesars,696,not_figure
HARRAH'S,,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Caesars,697,not_figure
VALLEY FORGE CASINO,VALLEY FORGE CASINO,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,698,not_figure
VALLEY FORGE CASINO,Total Sports Wagering,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,699,not_figure
VALLEY FORGE CASINO,Handle*,88546350,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,700,Total Sports Wagering
VALLEY FORGE CASINO,Revenue,7487902,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,701,Total Sports Wagering
VALLEY FORGE CASINO,Promotional Credits,2374680,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,702,Total Sports Wagering
VALLEY FORGE CASINO,Gross Revenue (Taxable),5113222,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,703,Total Sports Wagering
VALLEY FORGE CASINO,State Tax Due (34%),1738495,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,704,Total Sports Wagering
VALLEY FORGE CASINO,Local Share Assessment (2%),102264,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,705,Total Sports Wagering
VALLEY FORGE CASINO,Retail Sports Wagering,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,706,not_figure
VALLEY FORGE CASINO,Handle*,3418038,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,707,Retail Sports Wagering
VALLEY FORGE CASINO,Gross Revenue (Taxable),376243,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,708,Retail Sports Wagering
VALLEY FORGE CASINO,State Tax Due (34%) ,127922,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,709,Retail Sports Wagering
VALLEY FORGE CASINO,Local Share Assessment (2%),7525,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,710,Retail Sports Wagering
VALLEY FORGE CASINO,Online Sports Wagering,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,711,not_figure
VALLEY FORGE CASINO,Handle*,85128312,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,712,Online Sports Wagering
VALLEY FORGE CASINO,Revenue,7111659,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,713,Online Sports Wagering
VALLEY FORGE CASINO,Promotional Credits,2374680,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,714,Online Sports Wagering
VALLEY FORGE CASINO,Gross Revenue (Taxable),4736979,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,715,Online Sports Wagering
VALLEY FORGE CASINO,State Tax Due (34%) ,1610573,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,716,Online Sports Wagering
VALLEY FORGE CASINO,Local Share Assessment (2%),94740,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,717,Online Sports Wagering
VALLEY FORGE CASINO,,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,718,not_figure
VALLEY FORGE CASINO,,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,719,not_figure
OAKS RACE AND SPORTSBOOK,OAKS RACE AND SPORTSBOOK,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,720,not_figure
OAKS RACE AND SPORTSBOOK,Total Sports Wagering,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,721,not_figure
OAKS RACE AND SPORTSBOOK,Handle*,1162267,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,722,Total Sports Wagering
OAKS RACE AND SPORTSBOOK,Revenue,146041,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,723,Total Sports Wagering
OAKS RACE AND SPORTSBOOK,Promotional Credits,0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,724,Total Sports Wagering
OAKS RACE AND SPORTSBOOK,Gross Revenue (Taxable),146041,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,725,Total Sports Wagering
OAKS RACE AND SPORTSBOOK,State Tax Due (34%),49654,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,726,Total Sports Wagering
OAKS RACE AND SPORTSBOOK,Local Share Assessment (2%),2921,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,727,Total Sports Wagering
OAKS RACE AND SPORTSBOOK,Retail Sports Wagering,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,728,not_figure
OAKS RACE AND SPORTSBOOK,Handle*,1162267,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,729,Retail Sports Wagering
OAKS RACE AND SPORTSBOOK,Gross Revenue (Taxable),146041,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,730,Retail Sports Wagering
OAKS RACE AND SPORTSBOOK,State Tax Due (34%) ,49654,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,731,Retail Sports Wagering
OAKS RACE AND SPORTSBOOK,Local Share Assessment (2%),2921,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,732,Retail Sports Wagering
OAKS RACE AND SPORTSBOOK,Online Sports Wagering,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,733,not_figure
OAKS RACE AND SPORTSBOOK,Handle*,0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,734,Online Sports Wagering
OAKS RACE AND SPORTSBOOK,Revenue,0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,735,Online Sports Wagering
OAKS RACE AND SPORTSBOOK,Promotional Credits,0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,736,Online Sports Wagering
OAKS RACE AND SPORTSBOOK,Gross Revenue (Taxable),0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,737,Online Sports Wagering
OAKS RACE AND SPORTSBOOK,State Tax Due (34%) ,0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,738,Online Sports Wagering
OAKS RACE AND SPORTSBOOK,Local Share Assessment (2%),0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,739,Online Sports Wagering
OAKS RACE AND SPORTSBOOK,,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,740,not_figure
OAKS RACE AND SPORTSBOOK,,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,none,741,not_figure
PRESQUE ISLE,PRESQUE ISLE,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,742,not_figure
PRESQUE ISLE,Total Sports Wagering,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,743,not_figure
PRESQUE ISLE,Handle*,2184693,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,744,Total Sports Wagering
PRESQUE ISLE,Revenue,459548,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,745,Total Sports Wagering
PRESQUE ISLE,Promotional Credits,0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,746,Total Sports Wagering
PRESQUE ISLE,Gross Revenue (Taxable),459548,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,747,Total Sports Wagering
PRESQUE ISLE,State Tax Due (34%),156246,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,748,Total Sports Wagering
PRESQUE ISLE,Local Share Assessment (2%),9191,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,749,Total Sports Wagering
PRESQUE ISLE,Retail Sports Wagering,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,750,not_figure
PRESQUE ISLE,Handle*,2184693,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,751,Retail Sports Wagering
PRESQUE ISLE,Gross Revenue (Taxable),459548,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,752,Retail Sports Wagering
PRESQUE ISLE,State Tax Due (34%) ,156246,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,753,Retail Sports Wagering
PRESQUE ISLE,Local Share Assessment (2%),9191,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,754,Retail Sports Wagering
PRESQUE ISLE,Online Sports Wagering,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,755,not_figure
PRESQUE ISLE,Handle*,0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,756,Online Sports Wagering
PRESQUE ISLE,Revenue,0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,757,Online Sports Wagering
PRESQUE ISLE,Promotional Credits,0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,758,Online Sports Wagering
PRESQUE ISLE,Gross Revenue (Taxable),0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,759,Online Sports Wagering
PRESQUE ISLE,State Tax Due (34%) ,0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,760,Online Sports Wagering
PRESQUE ISLE,Local Share Assessment (2%),0,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,761,Online Sports Wagering
PRESQUE ISLE,,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,762,not_figure
PRESQUE ISLE,,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,763,not_figure
MOUNT AIRY,MOUNT AIRY,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Mt. Airy-FOX Bet,764,not_figure
MOUNT AIRY,Total Sports Wagering,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Mt. Airy-FOX Bet,765,not_figure
MOUNT AIRY,Handle*,4901840,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Mt. Airy-FOX Bet,766,Total Sports Wagering
MOUNT AIRY,Revenue,314502,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Mt. Airy-FOX Bet,767,Total Sports Wagering
MOUNT AIRY,Promotional Credits,37308,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Mt. Airy-FOX Bet,768,Total Sports Wagering
MOUNT AIRY,Gross Revenue (Taxable),277194,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Mt. Airy-FOX Bet,769,Total Sports Wagering
MOUNT AIRY,State Tax Due (34%),94246,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Mt. Airy-FOX Bet,770,Total Sports Wagering
MOUNT AIRY,Local Share Assessment (2%),5544,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Mt. Airy-FOX Bet,771,Total Sports Wagering
MOUNT AIRY,Retail Sports Wagering,,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Mt. Airy-FOX Bet,772,not_figure
MOUNT AIRY,Handle*,372418,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Mt. Airy-FOX Bet,773,Retail Sports Wagering
MOUNT AIRY,Gross Revenue (Taxable),45658,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Mt. Airy-FOX Bet,774,Retail Sports Wagering
MOUNT AIRY,State Tax Due (34%) ,15524,Monthly,Sep,2019,MONTHLY Sports Wagering Report,PA,Mt. Airy-FOX Bet,775,Retail Sports Wagering
