name,Line_Item,figures,Period_Type,Period,Year,Report,State,url_1,index1,figure_type
HOLLYWOOD CASINO,HOLLYWOOD CASINO,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Barstool,0,Online Sports Wagering
HOLLYWOOD CASINO,Total Sports Wagering,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Barstool,1,not_figure
HOLLYWOOD CASINO,Handle*,1772466,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Barstool,2,Total Sports Wagering
HOLLYWOOD CASINO,Revenue,196188,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Barstool,3,Total Sports Wagering
HOLLYWOOD CASINO,Promotional Credits,0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Barstool,4,Total Sports Wagering
HOLLYWOOD CASINO,Gross Revenue (Taxable),196188,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Barstool,5,Total Sports Wagering
HOLLYWOOD CASINO,State Tax Due (34%),66704,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Barstool,6,Total Sports Wagering
HOLLYWOOD CASINO,Local Share Assessment (2%),3924,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Barstool,7,Total Sports Wagering
HOLLYWOOD CASINO,Retail Sports Wagering,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Barstool,8,not_figure
HOLLYWOOD CASINO,Handle*,1772466,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Barstool,9,Retail Sports Wagering
HOLLYWOOD CASINO,Gross Revenue (Taxable),196188,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Barstool,10,Retail Sports Wagering
HOLLYWOOD CASINO,State Tax Due (34%),66704,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Barstool,11,Retail Sports Wagering
HOLLYWOOD CASINO,Local Share Assessment (2%),3924,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Barstool,12,Retail Sports Wagering
HOLLYWOOD CASINO,Online Sports Wagering,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Barstool,13,not_figure
HOLLYWOOD CASINO,Handle*,0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Barstool,14,Online Sports Wagering
HOLLYWOOD CASINO,Revenue,0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Barstool,15,Online Sports Wagering
HOLLYWOOD CASINO,Promotional Credits,0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Barstool,16,Online Sports Wagering
HOLLYWOOD CASINO,Gross Revenue (Taxable),0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Barstool,17,Online Sports Wagering
HOLLYWOOD CASINO,State Tax Due (34%),0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Barstool,18,Online Sports Wagering
HOLLYWOOD CASINO,Local Share Assessment (2%),0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Barstool,19,Online Sports Wagering
HOLLYWOOD CASINO,,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Barstool,20,not_figure
HOLLYWOOD CASINO,,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Barstool,21,not_figure
RIVERS - PITTSBURGH,RIVERS - PITTSBURGH,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,BetRivers,22,not_figure
RIVERS - PITTSBURGH,Total Sports Wagering,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,BetRivers,23,not_figure
RIVERS - PITTSBURGH,Handle*,14343453,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,BetRivers,24,Total Sports Wagering
RIVERS - PITTSBURGH,Revenue,1158218,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,BetRivers,25,Total Sports Wagering
RIVERS - PITTSBURGH,Promotional Credits,1024583,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,BetRivers,26,Total Sports Wagering
RIVERS - PITTSBURGH,Gross Revenue (Taxable),133634,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,BetRivers,27,Total Sports Wagering
RIVERS - PITTSBURGH,State Tax Due (34%),45436,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,BetRivers,28,Total Sports Wagering
RIVERS - PITTSBURGH,Local Share Assessment (2%),2673,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,BetRivers,29,Total Sports Wagering
RIVERS - PITTSBURGH,Retail Sports Wagering,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,BetRivers,30,not_figure
RIVERS - PITTSBURGH,Handle*,4416292,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,BetRivers,31,Retail Sports Wagering
RIVERS - PITTSBURGH,Gross Revenue (Taxable),384576,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,BetRivers,32,Retail Sports Wagering
RIVERS - PITTSBURGH,State Tax Due (34%),130756,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,BetRivers,33,Retail Sports Wagering
RIVERS - PITTSBURGH,Local Share Assessment (2%),7692,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,BetRivers,34,Retail Sports Wagering
RIVERS - PITTSBURGH,Online Sports Wagering,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,BetRivers,35,not_figure
RIVERS - PITTSBURGH,Handle*,9927161,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,BetRivers,36,Online Sports Wagering
RIVERS - PITTSBURGH,Revenue,773642,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,BetRivers,37,Online Sports Wagering
RIVERS - PITTSBURGH,Promotional Credits,1024583,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,BetRivers,38,Online Sports Wagering
RIVERS - PITTSBURGH,Gross Revenue (Taxable),-250941,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,BetRivers,39,Online Sports Wagering
RIVERS - PITTSBURGH,State Tax Due (34%),-85320,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,BetRivers,40,Online Sports Wagering
RIVERS - PITTSBURGH,Local Share Assessment (2%),-5019,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,BetRivers,41,Online Sports Wagering
RIVERS - PITTSBURGH,,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,BetRivers,42,not_figure
RIVERS - PITTSBURGH,,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,BetRivers,43,not_figure
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,44,not_figure
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Total Sports Wagering,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,45,not_figure
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Handle*,26450976,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,46,Total Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Revenue,2057244,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,47,Total Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Promotional Credits,986057,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,48,Total Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Gross Revenue (Taxable),1071187,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,49,Total Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),State Tax Due (34%),364203,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,50,Total Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Local Share Assessment (2%),21424,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,51,Total Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Retail Sports Wagering,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,52,not_figure
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Handle*,4288325,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,53,Retail Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Gross Revenue (Taxable),530421,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,54,Retail Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),State Tax Due (34%) ,180343,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,55,Retail Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Local Share Assessment (2%),10608,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,56,Retail Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Online Sports Wagering,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,57,not_figure
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Handle*,22162651,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,58,Online Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Revenue,1526823,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,59,Online Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Promotional Credits,986057,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,60,Online Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Gross Revenue (Taxable),540766,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,61,Online Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),State Tax Due (34%) ,183860,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,62,Online Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),Local Share Assessment (2%),10815,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,63,Online Sports Wagering
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,64,not_figure
RIVERS - PHILADELPHIA (FORMERLY SUGARHOUSE),,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,SugarHouse,65,not_figure
PARX CASINO,PARX CASINO,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Parx,66,not_figure
PARX CASINO,Total Sports Wagering,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Parx,67,not_figure
PARX CASINO,Handle*,7199507,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Parx,68,Total Sports Wagering
PARX CASINO,Revenue,747799,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Parx,69,Total Sports Wagering
PARX CASINO,Promotional Credits,90826,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Parx,70,Total Sports Wagering
PARX CASINO,Gross Revenue (Taxable),656974,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Parx,71,Total Sports Wagering
PARX CASINO,State Tax Due (34%),223371,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Parx,72,Total Sports Wagering
PARX CASINO,Local Share Assessment (2%),13139,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Parx,73,Total Sports Wagering
PARX CASINO,Retail Sports Wagering,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Parx,74,not_figure
PARX CASINO,Handle*,3550511,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Parx,75,Retail Sports Wagering
PARX CASINO,Gross Revenue (Taxable),414730,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Parx,76,Retail Sports Wagering
PARX CASINO,State Tax Due (34%) ,141008,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Parx,77,Retail Sports Wagering
PARX CASINO,Local Share Assessment (2%),8295,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Parx,78,Retail Sports Wagering
PARX CASINO,Online Sports Wagering,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Parx,79,not_figure
PARX CASINO,Handle*,3648995,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Parx,80,Online Sports Wagering
PARX CASINO,Revenue,333070,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Parx,81,Online Sports Wagering
PARX CASINO,Promotional Credits,90826,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Parx,82,Online Sports Wagering
PARX CASINO,Gross Revenue (Taxable),242244,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Parx,83,Online Sports Wagering
PARX CASINO,State Tax Due (34%) ,82363,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Parx,84,Online Sports Wagering
PARX CASINO,Local Share Assessment (2%),4845,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Parx,85,Online Sports Wagering
PARX CASINO,,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Parx,86,not_figure
PARX CASINO,,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Parx,87,not_figure
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,SOUTH PHILADELPHIA RACE AND SPORTSBOOK,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,88,not_figure
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Total Sports Wagering,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,89,not_figure
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Handle*,1864245,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,90,Total Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Revenue,150074,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,91,Total Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Promotional Credits,0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,92,Total Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Gross Revenue (Taxable),150074,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,93,Total Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,State Tax Due (34%),51025,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,94,Total Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Local Share Assessment (2%),3001,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,95,Total Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Retail Sports Wagering,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,96,not_figure
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Handle*,1864245,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,97,Retail Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Gross Revenue (Taxable),150074,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,98,Retail Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,State Tax Due (34%) ,51025,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,99,Retail Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Local Share Assessment (2%),3001,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,100,Retail Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Online Sports Wagering,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,101,not_figure
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Handle*,0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,102,Online Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Revenue,0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,103,Online Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Promotional Credits,0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,104,Online Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Gross Revenue (Taxable),0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,105,Online Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,State Tax Due (34%) ,0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,106,Online Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,Local Share Assessment (2%),0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,107,Online Sports Wagering
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,108,not_figure
SOUTH PHILADELPHIA RACE AND SPORTSBOOK,,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,109,not_figure
HARRAH'S,HARRAH'S,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Caesars,110,not_figure
HARRAH'S,Total Sports Wagering,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Caesars,111,not_figure
HARRAH'S,Handle*,1700923,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Caesars,112,Total Sports Wagering
HARRAH'S,Revenue,186574,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Caesars,113,Total Sports Wagering
HARRAH'S,Promotional Credits,0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Caesars,114,Total Sports Wagering
HARRAH'S,Gross Revenue (Taxable),186574,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Caesars,115,Total Sports Wagering
HARRAH'S,State Tax Due (34%),63435,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Caesars,116,Total Sports Wagering
HARRAH'S,Local Share Assessment (2%),3731,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Caesars,117,Total Sports Wagering
HARRAH'S,Retail Sports Wagering,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Caesars,118,not_figure
HARRAH'S,Handle*,1700923,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Caesars,119,Retail Sports Wagering
HARRAH'S,Gross Revenue (Taxable),186574,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Caesars,120,Retail Sports Wagering
HARRAH'S,State Tax Due (34%) ,63435,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Caesars,121,Retail Sports Wagering
HARRAH'S,Local Share Assessment (2%),3731,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Caesars,122,Retail Sports Wagering
HARRAH'S,Online Sports Wagering,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Caesars,123,not_figure
HARRAH'S,Handle*,0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Caesars,124,Online Sports Wagering
HARRAH'S,Revenue,0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Caesars,125,Online Sports Wagering
HARRAH'S,Promotional Credits,0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Caesars,126,Online Sports Wagering
HARRAH'S,Gross Revenue (Taxable),0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Caesars,127,Online Sports Wagering
HARRAH'S,State Tax Due (34%) ,0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Caesars,128,Online Sports Wagering
HARRAH'S,Local Share Assessment (2%),0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Caesars,129,Online Sports Wagering
HARRAH'S,,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Caesars,130,not_figure
HARRAH'S,,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Caesars,131,not_figure
VALLEY FORGE CASINO,VALLEY FORGE CASINO,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,132,not_figure
VALLEY FORGE CASINO,Total Sports Wagering,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,133,not_figure
VALLEY FORGE CASINO,Handle*,5048106,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,134,Total Sports Wagering
VALLEY FORGE CASINO,Revenue,422703,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,135,Total Sports Wagering
VALLEY FORGE CASINO,Promotional Credits,120827,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,136,Total Sports Wagering
VALLEY FORGE CASINO,Gross Revenue (Taxable),301876,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,137,Total Sports Wagering
VALLEY FORGE CASINO,State Tax Due (34%),102638,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,138,Total Sports Wagering
VALLEY FORGE CASINO,Local Share Assessment (2%),6038,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,139,Total Sports Wagering
VALLEY FORGE CASINO,Retail Sports Wagering,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,140,not_figure
VALLEY FORGE CASINO,Handle*,1788266,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,141,Retail Sports Wagering
VALLEY FORGE CASINO,Gross Revenue (Taxable),168146,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,142,Retail Sports Wagering
VALLEY FORGE CASINO,State Tax Due (34%) ,57170,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,143,Retail Sports Wagering
VALLEY FORGE CASINO,Local Share Assessment (2%),3363,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,144,Retail Sports Wagering
VALLEY FORGE CASINO,Online Sports Wagering,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,145,not_figure
VALLEY FORGE CASINO,Handle*,3259840,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,146,Online Sports Wagering
VALLEY FORGE CASINO,Revenue,254557,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,147,Online Sports Wagering
VALLEY FORGE CASINO,Promotional Credits,120827,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,148,Online Sports Wagering
VALLEY FORGE CASINO,Gross Revenue (Taxable),133730,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,149,Online Sports Wagering
VALLEY FORGE CASINO,State Tax Due (34%) ,45468,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,150,Online Sports Wagering
VALLEY FORGE CASINO,Local Share Assessment (2%),2675,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,151,Online Sports Wagering
VALLEY FORGE CASINO,,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,152,not_figure
VALLEY FORGE CASINO,,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Valley Forge-FanDuel,153,not_figure
OAKS RACE AND SPORTSBOOK,OAKS RACE AND SPORTSBOOK,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,154,not_figure
OAKS RACE AND SPORTSBOOK,Total Sports Wagering,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,155,not_figure
OAKS RACE AND SPORTSBOOK,Handle*,789502,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,156,Total Sports Wagering
OAKS RACE AND SPORTSBOOK,Revenue,110162,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,157,Total Sports Wagering
OAKS RACE AND SPORTSBOOK,Promotional Credits,0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,158,Total Sports Wagering
OAKS RACE AND SPORTSBOOK,Gross Revenue (Taxable),110162,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,159,Total Sports Wagering
OAKS RACE AND SPORTSBOOK,State Tax Due (34%),37455,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,160,Total Sports Wagering
OAKS RACE AND SPORTSBOOK,Local Share Assessment (2%),2203,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,161,Total Sports Wagering
OAKS RACE AND SPORTSBOOK,Retail Sports Wagering,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,162,not_figure
OAKS RACE AND SPORTSBOOK,Handle*,789502,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,163,Retail Sports Wagering
OAKS RACE AND SPORTSBOOK,Gross Revenue (Taxable),110162,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,164,Retail Sports Wagering
OAKS RACE AND SPORTSBOOK,State Tax Due (34%) ,37455,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,165,Retail Sports Wagering
OAKS RACE AND SPORTSBOOK,Local Share Assessment (2%),2203,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,166,Retail Sports Wagering
OAKS RACE AND SPORTSBOOK,Online Sports Wagering,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,167,not_figure
OAKS RACE AND SPORTSBOOK,Handle*,0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,168,Online Sports Wagering
OAKS RACE AND SPORTSBOOK,Revenue,0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,169,Online Sports Wagering
OAKS RACE AND SPORTSBOOK,Promotional Credits,0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,170,Online Sports Wagering
OAKS RACE AND SPORTSBOOK,Gross Revenue (Taxable),0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,171,Online Sports Wagering
OAKS RACE AND SPORTSBOOK,State Tax Due (34%) ,0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,172,Online Sports Wagering
OAKS RACE AND SPORTSBOOK,Local Share Assessment (2%),0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,173,Online Sports Wagering
OAKS RACE AND SPORTSBOOK,,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,174,not_figure
OAKS RACE AND SPORTSBOOK,,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,none,175,not_figure
PRESQUE ISLE,PRESQUE ISLE,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,176,not_figure
PRESQUE ISLE,Total Sports Wagering,,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,177,not_figure
PRESQUE ISLE,Handle*,162781,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,178,Total Sports Wagering
PRESQUE ISLE,Revenue,45469,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,179,Total Sports Wagering
PRESQUE ISLE,Promotional Credits,0,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,180,Total Sports Wagering
PRESQUE ISLE,Gross Revenue (Taxable),45469,Monthly,Jul,2019,MONTHLY Sports Wagering Report,PA,Presque Isle-BetAmerica,181,Total Sports Wagering
